,가장 많이 참여한 여가활동 (1순위),가장 만족스런 여가활동 (1순위),응답자 성별,연령,가구 소득,여가활동을 위한 월 평균 지출액,가장 많이 참여한 1순위 여가활동 동반자1,일주일 여가시간
8179,산책및걷기,71,2,4,4,50000,1,27.0
8180,육상/조깅/속보,63,2,4,5,200000,3,20.0
8181,요가/필라테스/태보,30,2,6,2,40000,3,35.0
8182,요가/필라테스/태보,67,2,3,7,150000,1,11.0
8183,TV시청(IPTV포함),30,2,5,6,10000,2,18.0
8184,산책및걷기,71,2,7,3,70000,1,28.0
8185,TV시청(IPTV포함),63,2,7,3,15000,2,21.0
8186,TV시청(IPTV포함),39,2,6,4,30000,1,30.0
8187,"모바일컨텐츠,동영상,VOD시청",30,2,3,4,400000,1,31.0
8188,TV시청(IPTV포함),74,2,4,7,300000,2,34.0
8189,TV시청(IPTV포함),30,2,6,1,10000,1,42.0
8190,TV시청(IPTV포함),38,2,6,3,45000,2,18.0
8191,TV시청(IPTV포함),88,2,7,2,10000,1,18.0
8192,TV시청(IPTV포함),30,2,7,1,20000,2,28.0
8193,TV시청(IPTV포함),88,2,7,2,20000,2,16.0
8194,TV시청(IPTV포함),30,2,7,1,10000,1,20.0
8195,산책및걷기,71,1,6,6,100000,1,18.0
8196,TV시청(IPTV포함),48,1,5,5,100000,1,25.0
8197,헬스(보디빌딩)/에어로빅,29,1,2,6,500000,1,31.0
8198,인터넷검색/1인미디어제작/SNS,58,1,3,4,500000,1,16.0
8199,음주,52,1,2,7,100000,3,18.0
8200,헬스(보디빌딩)/에어로빅,29,2,4,6,100000,1,23.0
8201,TV시청(IPTV포함),29,1,7,3,70000,2,21.0
8202,헬스(보디빌딩)/에어로빅,29,1,3,3,30000,1,17.0
8203,헬스(보디빌딩)/에어로빅,63,2,5,3,100000,1,14.0
8204,등산,55,2,6,7,100000,2,21.0
8205,TV시청(IPTV포함),74,2,5,7,1000000,1,28.0
8206,TV시청(IPTV포함),46,1,3,6,60000,1,15.0
8207,산책및걷기,71,1,6,4,30000,2,18.0
8208,산책및걷기,81,2,6,2,100000,2,30.0
8209,헬스(보디빌딩)/에어로빅,70,2,6,7,60000,3,56.0
8210,TV시청(IPTV포함),29,2,7,7,30000,1,21.0
8211,TV시청(IPTV포함),29,2,4,4,30000,1,7.0
8212,산책및걷기,55,2,6,4,50000,1,21.0
8213,헬스(보디빌딩)/에어로빅,29,1,4,6,200000,1,16.0
8214,헬스(보디빌딩)/에어로빅,29,1,5,4,100000,1,20.0
8215,인터넷검색/1인미디어제작/SNS,29,1,3,7,100000,1,29.0
8216,TV시청(IPTV포함),29,1,4,6,100000,1,22.0
8217,헬스(보디빌딩)/에어로빅,29,2,7,6,500000,1,70.0
8218,산책및걷기,74,1,4,6,100000,1,23.0
8219,등산,55,1,7,3,120000,3,23.0
8220,"모바일컨텐츠,동영상,VOD시청",88,2,2,6,100000,1,18.0
8221,산책및걷기,86,2,5,7,250000,1,18.0
8222,등산,55,1,6,7,100000,5,18.0
8223,헬스(보디빌딩)/에어로빅,29,1,2,7,150000,1,16.0
8224,헬스(보디빌딩)/에어로빅,29,1,2,5,150000,1,16.0
8225,TV시청(IPTV포함),29,2,6,1,20000,1,70.0
8226,헬스(보디빌딩)/에어로빅,29,1,6,6,100000,1,18.0
8227,종교활동,81,1,6,3,100000,2,7.0
8228,TV시청(IPTV포함),72,2,7,2,150000,2,45.0
8229,쇼핑/외식,77,1,6,5,50000,2,23.0
8230,"모바일컨텐츠,동영상,VOD시청",75,1,2,6,200000,1,25.0
8231,헬스(보디빌딩)/에어로빅,29,1,3,6,60000,1,18.0
8232,동호회모임,88,1,3,3,130000,5,45.0
8233,헬스(보디빌딩)/에어로빅,29,2,4,4,200000,1,37.0
8234,TV시청(IPTV포함),29,2,6,7,20000,1,11.0
8235,인터넷검색/1인미디어제작/SNS,48,1,2,3,200000,1,16.0
8236,TV시청(IPTV포함),38,2,6,1,150000,1,36.0
8237,헬스(보디빌딩)/에어로빅,29,1,6,3,300000,1,21.0
8238,헬스(보디빌딩)/에어로빅,29,1,4,6,100000,1,21.0
8239,TV시청(IPTV포함),41,2,4,6,50000,2,20.0
8240,헬스(보디빌딩)/에어로빅,81,2,5,5,25000,1,17.0
8241,헬스(보디빌딩)/에어로빅,29,2,4,5,100000,1,23.0
8242,산책및걷기,71,1,5,5,50000,1,25.0
8243,헬스(보디빌딩)/에어로빅,29,2,6,1,100000,1,55.0
8244,음주,74,1,5,5,50000,1,27.0
8245,헬스(보디빌딩)/에어로빅,29,1,7,2,100000,1,56.0
8246,TV시청(IPTV포함),29,2,4,7,100000,2,14.0
8247,바둑/장기/체스,61,1,6,3,50000,3,35.0
8248,헬스(보디빌딩)/에어로빅,29,1,2,7,300000,1,20.0
8249,TV시청(IPTV포함),74,1,5,4,50000,1,25.0
8250,"모바일컨텐츠,동영상,VOD시청",29,1,4,4,300000,1,32.0
8251,음악감상,29,1,2,7,50000,1,25.0
8252,게임(온라인/모바일/콘솔게임등),29,1,2,7,100000,1,41.0
8253,목욕/사우나/찜질방,72,2,5,2,300000,1,23.0
8254,종교활동,61,1,5,1,250000,1,32.0
8255,헬스(보디빌딩)/에어로빅,29,1,2,2,50000,1,23.0
8256,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),71,2,6,3,200000,1,32.0
8257,산책및걷기,71,1,6,3,500000,1,32.0
8258,헬스(보디빌딩)/에어로빅,29,1,3,5,100000,1,23.0
8259,반려동물돌보기,55,1,5,5,100000,1,41.0
8260,TV시청(IPTV포함),86,1,6,5,30000,1,16.0
8261,종교활동,81,2,5,7,60000,1,32.0
8262,등산,29,1,3,5,200000,1,60.5
8263,라디오/팟캐스트청취,55,2,5,7,150000,1,27.0
8264,산책및걷기,71,2,5,7,200000,2,40.0
8265,헬스(보디빌딩)/에어로빅,29,1,4,5,200000,1,23.0
8266,"댄스스포츠(탱고,왈츠,자이브,맘보,폴카,차차차등)",74,2,7,1,20000,2,23.0
8267,TV시청(IPTV포함),34,2,6,1,30000,1,21.0
8268,음악감상,86,1,2,1,0,1,21.0
8269,헬스(보디빌딩)/에어로빅,70,2,4,5,150000,3,46.0
8270,TV시청(IPTV포함),71,2,5,6,150000,1,25.0
8271,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),31,2,3,4,20000,1,22.0
8272,TV시청(IPTV포함),59,2,4,3,100000,1,42.0
8273,헬스(보디빌딩)/에어로빅,29,2,6,2,200000,1,18.0
8274,반려동물돌보기,52,2,4,3,100000,1,27.0
8275,TV시청(IPTV포함),29,2,3,5,500000,2,35.0
8276,산책및걷기,71,2,5,6,60000,1,20.0
8277,요가/필라테스/태보,71,2,6,5,40000,3,18.0
8278,요가/필라테스/태보,30,2,7,1,50000,1,30.0
8279,목욕/사우나/찜질방,71,2,6,3,100000,1,36.0
8280,종교활동,81,2,7,3,300000,3,25.0
8281,산책및걷기,71,2,7,2,100000,3,14.0
8282,등산,55,1,3,4,26000,1,18.0
8283,등산,72,1,4,5,30000,1,18.0
8284,종교활동,81,2,7,3,50000,2,14.0
8285,TV시청(IPTV포함),74,2,2,3,200000,1,42.0
8286,인터넷검색/1인미디어제작/SNS,27,1,2,4,200000,1,59.0
8287,보드게임/퍼즐/큐브맞추기,26,1,3,4,200000,3,36.0
8288,가족및친지방문,83,2,5,4,300000,1,32.0
8289,산책및걷기,71,2,7,2,30000,1,14.0
8290,수영,63,1,6,4,300000,2,40.0
8291,TV시청(IPTV포함),25,1,5,4,80000,1,31.0
8292,TV시청(IPTV포함),86,2,5,3,150000,1,44.0
8293,TV시청(IPTV포함),85,2,7,1,150000,1,42.0
8294,테마파크가기/놀이공원/동물원/식물원가기,46,1,3,7,1000000,2,23.0
8295,수영,25,2,7,2,50000,1,28.0
8296,산책및걷기,25,2,6,4,50000,1,56.0
8297,산책및걷기,86,2,7,2,100000,2,56.0
8298,TV시청(IPTV포함),86,2,7,1,5000,2,35.0
8299,TV시청(IPTV포함),25,2,6,2,30000,2,42.0
8300,TV시청(IPTV포함),71,2,4,2,100000,1,23.0
8301,TV시청(IPTV포함),74,2,6,3,200000,2,24.0
8302,TV시청(IPTV포함),43,2,7,1,30000,1,56.0
8303,TV시청(IPTV포함),74,2,7,6,20000,1,23.0
8304,TV시청(IPTV포함),25,2,7,4,1500000,2,56.0
8305,수영,25,1,6,5,100000,1,20.0
8306,TV시청(IPTV포함),25,2,7,2,40000,2,28.0
8307,수영,25,2,6,5,100000,1,46.0
8308,TV시청(IPTV포함),25,2,6,4,100000,2,28.0
8309,TV시청(IPTV포함),25,2,7,1,40000,2,16.0
8310,TV시청(IPTV포함),25,2,7,1,5000,1,70.0
8311,수영,25,2,6,4,150000,1,21.0
8312,수영,25,1,7,2,100000,1,55.0
8313,TV시청(IPTV포함),83,2,5,3,100000,2,50.0
8314,수영,25,2,5,4,100000,1,21.0
8315,인터넷검색/1인미디어제작/SNS,25,1,2,5,100000,1,50.0
8316,수영,25,2,5,1,100000,1,18.0
8317,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),84,2,4,7,100000,2,9.0
8318,수영,25,2,5,6,200000,3,9.0
8319,수영,25,2,6,1,100000,3,14.0
8320,TV시청(IPTV포함),81,2,6,1,50000,1,56.0
8321,TV시청(IPTV포함),55,2,5,2,250000,1,14.0
8322,수영,25,2,7,1,33000,1,42.0
8323,수영,81,2,6,1,50000,1,15.0
8324,TV시청(IPTV포함),25,2,6,2,50000,2,14.0
8325,음악감상,55,2,4,3,50000,1,16.0
8326,수영,80,1,6,6,10000,5,46.0
8327,산책및걷기,71,2,6,5,200000,1,41.0
8328,사이클링/산악자전거,35,1,4,6,50000,2,19.0
8329,TV시청(IPTV포함),30,2,6,3,150000,2,20.0
8330,라디오/팟캐스트청취,76,2,6,4,200000,1,41.0
8331,수영,25,2,6,3,50000,1,18.0
8332,수영,25,2,7,2,100000,1,49.0
8333,수영,25,2,7,1,100000,1,14.0
8334,게임(온라인/모바일/콘솔게임등),59,1,3,3,300000,3,35.0
8335,TV시청(IPTV포함),25,2,5,1,35000,1,16.0
8336,수영,25,1,6,4,200000,1,21.0
8337,TV시청(IPTV포함),74,2,6,4,300000,3,21.0
8338,TV시청(IPTV포함),25,2,6,4,80000,1,14.0
8339,TV시청(IPTV포함),81,2,6,3,300000,2,36.0
8340,TV시청(IPTV포함),25,2,5,5,10000,2,30.0
8341,목욕/사우나/찜질방,72,2,6,4,150000,1,14.0
8342,TV시청(IPTV포함),40,2,6,2,100000,1,21.0
8343,TV시청(IPTV포함),39,2,6,3,30000,1,21.0
8344,수영,25,2,6,3,58000,1,19.0
8345,수영,25,2,7,4,60000,1,37.0
8346,산책및걷기,71,1,4,5,200000,1,18.0
8347,수영,25,1,4,7,300000,1,28.0
8348,수영,25,1,4,4,50000,5,23.0
8349,헬스(보디빌딩)/에어로빅,86,2,4,7,800000,2,31.0
8350,독서(웹소설포함),41,2,4,5,200000,1,16.0
8351,"모바일컨텐츠,동영상,VOD시청",67,1,3,7,240000,1,25.0
8352,TV시청(IPTV포함),24,2,5,7,300000,2,23.0
8353,골프,24,1,7,1,100000,1,51.0
8354,등산,55,1,7,2,50000,2,70.0
8355,TV시청(IPTV포함),41,1,4,7,30000,2,26.0
8356,골프,24,2,3,7,100000,1,23.0
8357,TV시청(IPTV포함),24,1,6,4,300000,2,14.0
8358,TV시청(IPTV포함),24,2,6,3,50000,1,36.0
8359,TV시청(IPTV포함),24,1,5,4,40000,1,40.0
8360,골프,24,2,3,7,500000,1,28.0
8361,산책및걷기,71,1,6,4,100000,1,18.0
8362,산책및걷기,58,1,5,2,10000,1,21.0
8363,TV시청(IPTV포함),55,1,6,6,100000,2,35.0
8364,TV시청(IPTV포함),57,1,4,7,250000,2,22.0
8365,골프,24,1,5,7,200000,3,16.0
8366,라디오/팟캐스트청취,76,1,4,7,250000,1,31.0
8367,골프,24,1,7,5,2000000,1,40.0
8368,TV시청(IPTV포함),74,1,4,4,200000,2,36.0
8369,TV시청(IPTV포함),24,1,5,5,300000,1,27.0
8370,골프,24,1,3,4,500000,4,22.0
8371,게임(온라인/모바일/콘솔게임등),24,2,5,3,300000,1,21.0
8372,"모바일컨텐츠,동영상,VOD시청",64,1,7,5,300000,1,25.0
8373,헬스(보디빌딩)/에어로빅,29,1,4,7,300000,1,23.0
8374,사이클링/산악자전거,35,1,4,7,100000,1,21.0
8375,TV시청(IPTV포함),74,2,4,6,300000,1,27.0
8376,자동차드라이브,74,2,4,3,100000,2,28.0
8377,인터넷검색/1인미디어제작/SNS,23,2,2,7,500000,1,35.0
8378,"모바일컨텐츠,동영상,VOD시청",75,2,2,3,100000,1,50.0
8379,"볼링,탁구",23,2,7,7,30000,3,56.0
8380,TV시청(IPTV포함),83,2,6,2,50000,2,11.0
8381,"모바일컨텐츠,동영상,VOD시청",71,1,4,4,50000,1,13.0
8382,"볼링,탁구",23,1,2,4,150000,3,36.0
8383,"볼링,탁구",23,2,7,4,50000,5,49.0
8384,"볼링,탁구",23,1,7,1,60000,1,30.0
8385,인터넷검색/1인미디어제작/SNS,58,1,2,6,30000,1,21.0
8386,인터넷검색/1인미디어제작/SNS,59,1,1,5,30000,1,55.0
8387,게임(온라인/모바일/콘솔게임등),59,1,3,2,100000,1,29.0
8388,TV시청(IPTV포함),63,2,5,5,50000,1,35.0
8389,독서(웹소설포함),65,2,2,7,50000,1,9.0
8390,TV시청(IPTV포함),81,2,6,1,70000,1,34.0
8391,인터넷검색/1인미디어제작/SNS,58,1,4,4,30000,1,21.0
8392,산책및걷기,71,1,4,1,50000,2,32.0
8393,온천/해수욕,44,2,7,2,150000,2,70.0
8394,독서(웹소설포함),65,2,6,3,150000,1,36.0
8395,요가/필라테스/태보,30,2,4,5,50000,1,14.0
8396,헬스(보디빌딩)/에어로빅,29,2,5,4,100000,1,14.0
8397,음악감상,29,1,2,5,500000,1,51.0
8398,음악감상,48,1,2,7,1500000,1,31.0
8399,수영,25,2,7,2,400000,1,41.0
8400,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,1,4,5,200000,2,25.0
8401,"모바일컨텐츠,동영상,VOD시청",41,2,3,6,50000,1,11.0
8402,TV시청(IPTV포함),24,1,5,5,600000,2,11.0
8403,"볼링,탁구",23,1,5,3,200000,1,21.0
8404,TV시청(IPTV포함),74,1,4,5,200000,1,25.0
8405,TV시청(IPTV포함),55,1,5,4,100000,1,15.0
8406,당구/포켓볼,22,1,6,5,200000,3,20.0
8407,TV시청(IPTV포함),56,1,6,2,300000,1,30.0
8408,당구/포켓볼,77,1,4,5,150000,4,40.0
8409,음주,64,1,5,5,100000,3,23.0
8410,TV시청(IPTV포함),63,1,5,4,80000,2,22.0
8411,종교활동,55,1,5,5,100000,2,20.0
8412,TV시청(IPTV포함),71,1,6,4,200000,2,20.0
8413,게임(온라인/모바일/콘솔게임등),59,1,3,3,100000,1,22.0
8414,"모바일컨텐츠,동영상,VOD시청",22,1,6,3,300000,1,26.0
8415,등산,55,1,4,5,100000,1,35.0
8416,당구/포켓볼,22,1,4,5,100000,3,20.0
8417,당구/포켓볼,22,1,5,4,300000,3,25.0
8418,TV시청(IPTV포함),22,1,5,2,100000,1,14.0
8419,산책및걷기,83,1,5,1,100000,1,21.0
8420,TV시청(IPTV포함),22,1,5,4,80000,1,14.0
8421,"모바일컨텐츠,동영상,VOD시청",75,1,7,1,100000,1,105.0
8422,산책및걷기,69,1,3,7,500000,1,45.0
8423,음악감상,86,1,3,3,50000,1,42.0
8424,TV시청(IPTV포함),22,1,4,3,20000,1,20.0
8425,어학/기술/자격증취득공부/학원등이용,68,1,2,5,20000,1,20.0
8426,TV시청(IPTV포함),74,1,2,3,50000,1,35.0
8427,등산,55,1,4,4,1500000,1,25.0
8428,게임(온라인/모바일/콘솔게임등),86,1,1,7,180000,3,22.0
8429,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,1,6,3,100000,5,27.0
8430,TV시청(IPTV포함),40,1,5,3,80000,1,14.0
8431,TV시청(IPTV포함),29,2,2,1,20000,1,18.0
8432,골프,24,1,5,6,300000,1,36.0
8433,당구/포켓볼,22,1,7,4,400000,1,60.0
8434,인터넷검색/1인미디어제작/SNS,59,1,2,5,250000,1,50.0
8435,TV시청(IPTV포함),22,1,4,6,50000,2,11.0
8436,해외여행,42,1,4,4,150000,1,14.0
8437,음악감상,77,1,2,4,10000,1,32.0
8438,등산,55,1,7,5,100000,1,41.0
8439,TV시청(IPTV포함),24,1,6,2,100000,1,14.0
8440,"테니스,스쿼시",21,1,5,3,200000,3,32.0
8441,"모바일컨텐츠,동영상,VOD시청",75,2,4,5,2000,1,7.0
8442,TV시청(IPTV포함),39,1,4,5,40000,1,27.0
8443,"테니스,스쿼시",21,1,5,4,100000,1,40.0
8444,TV시청(IPTV포함),21,1,4,5,50000,2,17.0
8445,"테니스,스쿼시",21,1,7,3,300000,3,40.0
8446,종교활동,81,1,7,7,300000,2,40.0
8447,TV시청(IPTV포함),21,1,7,3,500000,2,41.0
8448,음주,29,1,6,1,300000,3,56.0
8449,TV시청(IPTV포함),24,1,5,6,300000,1,19.0
8450,TV시청(IPTV포함),55,1,5,4,25000,1,19.0
8451,산책및걷기,81,1,7,3,100000,2,49.0
8452,"테니스,스쿼시",21,1,5,6,200000,5,35.0
8453,"테니스,스쿼시",21,1,5,6,300000,5,35.0
8454,등산,55,1,7,2,10000,2,32.0
8455,"테니스,스쿼시",21,1,6,6,300000,5,30.0
8456,"농구,배구,야구,축구,족구",20,1,4,5,200000,3,44.0
8457,쇼핑/외식,63,1,3,7,250000,1,23.0
8458,TV시청(IPTV포함),42,1,1,4,100000,1,27.0
8459,"모바일컨텐츠,동영상,VOD시청",20,1,3,5,300000,1,37.0
8460,"모바일컨텐츠,동영상,VOD시청",86,1,3,4,200000,1,25.0
8461,낚시,56,1,6,4,60000,2,34.0
8462,인터넷검색/1인미디어제작/SNS,56,1,6,3,100000,1,42.0
8463,등산,55,1,6,3,100000,2,34.0
8464,게임(온라인/모바일/콘솔게임등),59,1,1,5,20000,3,18.0
8465,"모바일컨텐츠,동영상,VOD시청",75,1,1,4,30000,1,21.0
8466,인터넷검색/1인미디어제작/SNS,58,1,3,7,300000,1,37.0
8467,"모바일컨텐츠,동영상,VOD시청",75,1,3,5,200000,1,27.0
8468,"모바일컨텐츠,동영상,VOD시청",75,1,1,4,50000,1,18.0
8469,산책및걷기,55,1,7,3,100000,1,42.0
8470,TV시청(IPTV포함),55,2,5,2,300000,2,21.0
8471,TV시청(IPTV포함),80,1,6,5,100000,2,21.0
8472,음악감상,77,1,1,7,20000,1,42.0
8473,게임(온라인/모바일/콘솔게임등),59,1,2,7,100000,1,18.0
8474,TV시청(IPTV포함),64,1,4,5,40000,1,36.0
8475,게임(온라인/모바일/콘솔게임등),20,1,1,6,70000,1,58.0
8476,"모바일컨텐츠,동영상,VOD시청",75,1,1,5,30000,1,36.0
8477,인터넷검색/1인미디어제작/SNS,58,1,1,7,100000,1,20.0
8478,TV시청(IPTV포함),74,1,4,5,100000,1,35.0
8479,"농구,배구,야구,축구,족구",20,2,4,5,100000,5,11.0
8480,"농구,배구,야구,축구,족구",64,1,4,6,50000,3,7.0
8481,사이클링/산악자전거,35,1,5,6,60000,1,18.0
8482,TV시청(IPTV포함),35,1,5,4,30000,1,25.0
8483,게임(온라인/모바일/콘솔게임등),35,1,2,2,50000,3,27.0
8484,TV시청(IPTV포함),55,1,4,5,50000,1,35.0
8485,TV시청(IPTV포함),75,1,5,4,300000,2,25.0
8486,헬스(보디빌딩)/에어로빅,29,1,2,1,100000,1,23.0
8487,인터넷검색/1인미디어제작/SNS,35,1,4,6,100000,1,9.0
8488,"농구,배구,야구,축구,족구",20,1,2,3,200000,3,28.0
8489,인터넷검색/1인미디어제작/SNS,59,1,1,4,20000,1,24.0
8490,TV시청(IPTV포함),71,1,4,4,50000,1,27.0
8491,TV시청(IPTV포함),29,1,2,7,100000,1,42.0
8492,"농구,배구,야구,축구,족구",20,1,2,6,300000,3,41.0
8493,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),71,1,3,4,100000,1,28.0
8494,TV시청(IPTV포함),74,2,4,6,120000,2,16.0
8495,요가/필라테스/태보,23,2,4,6,30000,1,16.0
8496,TV시청(IPTV포함),20,1,5,6,30000,2,27.0
8497,"농구,배구,야구,축구,족구",63,1,3,6,50000,3,9.0
8498,게임(온라인/모바일/콘솔게임등),65,1,2,6,50000,1,25.0
8499,사이클링/산악자전거,35,1,1,6,200000,3,40.0
8500,친구만남/이성교제/미팅/소개팅,86,1,2,6,500000,3,25.0
8501,게임(온라인/모바일/콘솔게임등),59,1,1,4,50000,1,41.0
8502,TV시청(IPTV포함),74,1,5,1,100000,1,70.0
8503,헬스(보디빌딩)/에어로빅,29,1,2,7,300000,1,21.0
8504,"농구,배구,야구,축구,족구",20,1,2,5,500000,5,42.0
8505,"모바일컨텐츠,동영상,VOD시청",20,1,2,4,100000,1,40.0
8506,TV시청(IPTV포함),83,1,7,2,10000,1,70.0
8507,TV시청(IPTV포함),86,2,7,1,50000,1,49.0
8508,종교활동,81,1,7,1,20000,5,9.0
8509,독서(웹소설포함),81,2,5,6,200000,1,13.0
8510,음주,64,1,7,5,20000,1,14.0
8511,자동차드라이브,48,1,3,4,1000000,2,11.0
8512,TV시청(IPTV포함),74,2,5,4,50000,1,19.0
8513,TV시청(IPTV포함),63,2,7,2,10000,1,21.0
8514,TV시청(IPTV포함),74,2,7,1,70000,2,21.0
8515,자동차드라이브,48,1,4,5,100000,2,28.0
8516,TV시청(IPTV포함),48,2,7,3,50000,1,49.0
8517,사회봉사활동,80,2,4,4,100000,3,9.0
8518,TV시청(IPTV포함),48,2,6,6,150000,2,42.0
8519,TV시청(IPTV포함),48,2,6,2,150000,2,42.0
8520,TV시청(IPTV포함),48,2,5,5,150000,2,28.0
8521,TV시청(IPTV포함),48,2,6,6,150000,2,42.0
8522,TV시청(IPTV포함),74,2,4,4,10000,1,70.0
8523,인터넷검색/1인미디어제작/SNS,58,1,4,4,50000,1,23.0
8524,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),74,2,4,7,500000,1,23.0
8525,인터넷검색/1인미디어제작/SNS,64,1,4,5,100000,1,32.0
8526,아무것도안하기,79,2,4,6,300000,1,23.0
8527,게임(온라인/모바일/콘솔게임등),59,1,4,4,100000,1,21.0
8528,독서(웹소설포함),48,1,4,4,80000,1,14.0
8529,산책및걷기,55,1,6,2,200000,1,42.0
8530,인터넷검색/1인미디어제작/SNS,58,1,4,2,100000,1,14.0
8531,음주,64,1,5,4,300000,3,32.0
8532,"모바일컨텐츠,동영상,VOD시청",74,1,7,1,150000,1,84.0
8533,TV시청(IPTV포함),71,1,6,7,30000,1,32.0
8534,TV시청(IPTV포함),74,1,5,5,400000,1,37.0
8535,TV시청(IPTV포함),59,1,3,5,200000,2,20.0
8536,"모바일컨텐츠,동영상,VOD시청",75,1,4,7,150000,1,36.0
8537,TV시청(IPTV포함),53,2,3,2,100000,2,19.0
8538,TV시청(IPTV포함),74,1,4,2,50000,1,49.0
8539,TV시청(IPTV포함),83,2,4,4,50000,1,20.0
8540,TV시청(IPTV포함),86,1,5,4,50000,2,25.0
8541,자동차드라이브,59,1,2,7,30000,1,35.0
8542,"모바일컨텐츠,동영상,VOD시청",86,2,4,4,80000,1,25.0
8543,TV시청(IPTV포함),74,2,7,1,20000,1,63.0
8544,반려동물돌보기,52,2,3,6,200000,1,16.0
8545,"모바일컨텐츠,동영상,VOD시청",75,1,1,7,50000,1,25.0
8546,TV시청(IPTV포함),64,1,5,4,30000,1,9.0
8547,TV시청(IPTV포함),83,2,6,1,100000,1,66.0
8548,종교활동,81,2,7,1,10000,1,35.0
8549,요리하기/다도,84,2,4,3,50000,1,9.0
8550,종교활동,51,2,4,3,100000,1,46.0
8551,TV시청(IPTV포함),74,1,5,3,20000,1,36.0
8552,"모바일컨텐츠,동영상,VOD시청",75,2,4,3,100000,1,11.0
8553,TV시청(IPTV포함),50,2,3,4,100000,2,30.0
8554,TV시청(IPTV포함),64,1,5,3,100000,2,35.0
8555,TV시청(IPTV포함),83,2,7,1,30000,1,35.0
8556,산책및걷기,71,2,6,5,10000,1,21.0
8557,"모바일컨텐츠,동영상,VOD시청",47,2,3,3,50000,1,49.0
8558,TV시청(IPTV포함),74,2,7,4,50000,1,42.0
8559,TV시청(IPTV포함),85,1,5,3,150000,2,28.0
8560,TV시청(IPTV포함),71,1,6,1,50000,1,42.0
8561,TV시청(IPTV포함),74,2,6,3,50000,1,32.0
8562,TV시청(IPTV포함),86,2,6,2,100000,1,42.0
8563,TV시청(IPTV포함),47,2,4,3,100000,1,28.0
8564,산책및걷기,63,2,6,3,50000,2,35.0
8565,TV시청(IPTV포함),70,2,7,1,100000,2,42.0
8566,TV시청(IPTV포함),71,2,7,3,50000,1,18.0
8567,TV시청(IPTV포함),86,1,5,7,50000,2,28.0
8568,TV시청(IPTV포함),86,2,6,2,30000,1,39.0
8569,TV시청(IPTV포함),86,2,3,5,60000,1,45.0
8570,산책및걷기,71,2,6,6,0,2,39.0
8571,"모바일컨텐츠,동영상,VOD시청",74,2,2,5,200000,1,21.0
8572,TV시청(IPTV포함),74,2,5,3,30000,1,45.0
8573,등산,70,1,6,5,50000,2,25.0
8574,산책및걷기,71,2,4,5,100000,3,20.0
8575,산책및걷기,71,2,6,5,200000,3,9.0
8576,산책및걷기,71,2,5,2,150000,1,56.0
8577,산책및걷기,55,1,6,4,40000,1,14.0
8578,등산,55,1,6,5,200000,3,20.0
8579,TV시청(IPTV포함),72,1,5,2,150000,1,42.0
8580,TV시청(IPTV포함),74,1,7,1,30000,2,36.0
8581,TV시청(IPTV포함),71,2,6,1,50000,1,42.0
8582,목욕/사우나/찜질방,74,2,7,4,100000,1,16.0
8583,종교활동,81,2,6,6,100000,2,16.0
8584,TV시청(IPTV포함),74,2,7,2,0,2,42.0
8585,산책및걷기,85,2,7,1,30000,1,56.0
8586,TV시청(IPTV포함),64,1,7,1,50000,1,56.0
8587,TV시청(IPTV포함),72,2,4,5,30000,2,11.5
8588,TV시청(IPTV포함),74,2,6,1,20000,1,32.0
8589,TV시청(IPTV포함),74,1,6,1,30000,2,42.0
8590,TV시청(IPTV포함),86,2,6,3,100000,1,16.0
8591,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),81,2,6,4,100000,1,14.0
8592,TV시청(IPTV포함),74,2,7,2,20000,1,38.0
8593,TV시청(IPTV포함),74,2,7,1,10000,1,56.0
8594,TV시청(IPTV포함),52,2,7,1,50000,1,56.0
8595,TV시청(IPTV포함),85,2,7,2,10000,1,21.0
8596,TV시청(IPTV포함),74,1,7,2,20000,1,14.0
8597,TV시청(IPTV포함),74,2,2,6,100000,1,35.0
8598,산책및걷기,71,2,5,3,60000,2,36.0
8599,TV시청(IPTV포함),74,1,7,1,30000,1,39.0
8600,TV시청(IPTV포함),47,1,6,2,100000,1,42.0
8601,TV시청(IPTV포함),63,2,3,3,200000,2,35.0
8602,TV시청(IPTV포함),56,1,6,4,300000,1,42.0
8603,TV시청(IPTV포함),55,2,6,4,400000,1,36.0
8604,목욕/사우나/찜질방,72,1,6,2,200000,1,28.0
8605,"모바일컨텐츠,동영상,VOD시청",63,2,5,2,30000,1,39.0
8606,산책및걷기,71,1,7,1,30000,1,28.0
8607,TV시청(IPTV포함),58,2,3,4,500000,3,20.0
8608,요리하기/다도,51,2,5,6,200000,1,21.0
8609,요리하기/다도,71,2,7,2,0,1,14.0
8610,TV시청(IPTV포함),80,2,5,4,100000,2,41.0
